car_park_no,car_park_type,car_park_type_encoded,cluster_label,kmeans,Sector,x_coord,y_coord
PDL2,BASEMENT CAR PARK,0,1,1,North-East,36878.2862,42747.5714
PDP4,SURFACE/MULTI-STOREY CAR PARK,6,2,0,West,21106.05,40635.5878
PDP5,SURFACE CAR PARK,5,2,0,West,20516.3308,40817.8945
PDQ5,SURFACE/MULTI-STOREY CAR PARK,6,4,2,South,25514.1791,30563.4425
PDR2,SURFACE/MULTI-STOREY CAR PARK,6,1,1,North-East,42604.5156,38773.6442
PDR6,MULTI-STOREY CAR PARK,4,1,1,North-East,40065.8952,39988.2066
PDR7,SURFACE/MULTI-STOREY CAR PARK,6,1,1,North-East,39453.4352,40190.3477
PDS1,SURFACE/MULTI-STOREY CAR PARK,6,1,1,North-East,35624.873,40823.859
PDT8,BASEMENT CAR PARK,0,1,3,East,39261.5396,37495.72
PDW5,SURFACE/MULTI-STOREY CAR PARK,6,3,4,North,23640.69,45832.6288
PDW7,SURFACE/MULTI-STOREY CAR PARK,6,3,4,North,24076.3392,47457.4236
PDW8,SURFACE/MULTI-STOREY CAR PARK,6,3,4,North,23752.5835,46647.3671
PD8W,SURFACE/MULTI-STOREY CAR PARK,6,3,4,North,23295.7544,47198.0451
PLB1,SURFACE CAR PARK,5,1,1,North-East,41971.3984,39012.3008
PL10,MULTI-STOREY CAR PARK,4,1,1,North-East,36567.6957,42059.8507
PL11,MULTI-STOREY CAR PARK,4,1,1,North-East,36383.4393,42222.0385
PL12,MULTI-STOREY CAR PARK,4,1,1,North-East,36467.5455,41586.9263
PL13,MULTI-STOREY CAR PARK,4,1,1,North-East,36576.967,41721.609
PL14,MULTI-STOREY CAR PARK,4,1,1,North-East,35982.6704,42695.5596
PL15,MULTI-STOREY CAR PARK,4,1,1,North-East,36821.298,41862.4746
PL16,MULTI-STOREY CAR PARK,4,1,1,North-East,36463.3164,42276.7143
PL17,MULTI-STOREY CAR PARK,4,1,1,North-East,37244.6093,42288.7308
PL18,MULTI-STOREY CAR PARK,4,1,1,North-East,37013.9934,41998.5248
PL19,BASEMENT CAR PARK,0,1,1,North-East,36545.1733,42395.6863
PL20,MULTI-STOREY CAR PARK,4,1,1,North-East,37111.8432,42381.4517
PL21,MULTI-STOREY CAR PARK,4,1,1,North-East,37141.8926,41874.4571
PL22,MULTI-STOREY CAR PARK,4,1,1,North-East,37191.4597,42180.6537
PL23,MULTI-STOREY CAR PARK,4,1,1,North-East,35831.2383,42404.7448
PL24,BASEMENT CAR PARK,0,1,1,North-East,36348.4338,42380.9942
PL25,MULTI-STOREY CAR PARK,4,1,1,North-East,36731.4595,41935.1533
PL26,MULTI-STOREY CAR PARK,4,1,1,North-East,37123.7973,42130.2229
PL27,MULTI-STOREY CAR PARK,4,1,1,North-East,35762.7151,42260.5799
PL28,MULTI-STOREY CAR PARK,4,1,1,North-East,36145.8836,42652.6976
PL29,BASEMENT CAR PARK,0,1,1,North-East,36897.0646,42490.1374
PL30,BASEMENT CAR PARK,0,1,1,North-East,36989.2194,41806.2447
PL31,MULTI-STOREY CAR PARK,4,1,1,North-East,36110.4866,42837.2882
PL32,MULTI-STOREY CAR PARK,4,1,1,North-East,35933.3863,42966.5081
PL33,SURFACE CAR PARK,5,1,1,North-East,36521.4363,42569.3563
PL34,MULTI-STOREY CAR PARK,4,1,1,North-East,36309.071,42857.6068
PL35,MULTI-STOREY CAR PARK,4,1,1,North-East,36232.401,42775.4525
PL36,COVERED CAR PARK,1,1,1,North-East,36113.2644,43096.1637
PL37,MULTI-STOREY CAR PARK,4,1,1,North-East,36495.4409,42788.2417
PL38,MULTI-STOREY CAR PARK,4,1,1,North-East,36381.5675,42939.0974
PL39,MULTI-STOREY CAR PARK,4,1,1,North-East,35192.9049,42872.8244
PL40,MULTI-STOREY CAR PARK,4,1,1,North-East,35326.1743,42841.9622
PL41,MULTI-STOREY CAR PARK,4,1,1,North-East,35636.9282,42723.6586
PL42,MULTI-STOREY CAR PARK,4,1,1,North-East,36722.4823,42665.6779
PL43,COVERED CAR PARK,1,1,1,North-East,35765.2615,42620.0879
PL44,SURFACE CAR PARK,5,1,1,North-East,35568.6186,42304.0762
PL45,MULTI-STOREY CAR PARK,4,1,1,North-East,37034.4487,41726.1275
PL46,COVERED CAR PARK,1,1,1,North-East,36714.9868,42459.2349
PL47,MULTI-STOREY CAR PARK,4,1,1,North-East,35522.7156,42499.8392
PL48,COVERED CAR PARK,1,1,1,North-East,35463.4411,42762.8004
PL49,MULTI-STOREY CAR PARK,4,1,1,North-East,35463.2889,42357.9568
PL50,MULTI-STOREY CAR PARK,4,1,1,North-East,35358.2193,42587.4444
PL51,MULTI-STOREY CAR PARK,4,1,1,North-East,35270.4165,42433.5886
PL52,MULTI-STOREY CAR PARK,4,1,1,North-East,35584.2349,43559.8993
PL53,MULTI-STOREY CAR PARK,4,1,1,North-East,35217.6575,43016.4003
PL54,MULTI-STOREY CAR PARK,4,1,1,North-East,34902.6149,42928.77
PL55,MULTI-STOREY CAR PARK,4,1,1,North-East,35069.2354,43028.1349
PL56,MULTI-STOREY CAR PARK,4,1,1,North-East,36726.0925,43212.3119
PL57,MULTI-STOREY CAR PARK,4,1,1,North-East,37055.2239,42642.9595
PL58,MULTI-STOREY CAR PARK,4,1,1,North-East,37289.3261,42421.1514
PL59,BASEMENT CAR PARK,0,1,1,North-East,35282.797,43327.1927
PL60,MULTI-STOREY CAR PARK,4,1,1,North-East,36896.1695,43074.4327
PL61,MULTI-STOREY CAR PARK,4,1,1,North-East,36410.0435,43106.6938
PL62,MULTI-STOREY CAR PARK,4,1,1,North-East,34923.1009,43042.4085
PL63,MULTI-STOREY CAR PARK,4,1,1,North-East,36486.8089,43065.2274
PL64,MULTI-STOREY CAR PARK,4,1,1,North-East,36557.4238,43015.7992
PL65,BASEMENT CAR PARK,0,1,1,North-East,35389.8621,43509.9902
PL66,MULTI-STOREY CAR PARK,4,1,1,North-East,36352.1816,41721.0087
PL67,MULTI-STOREY CAR PARK,4,1,1,North-East,35143.9937,43367.4988
PL68,MULTI-STOREY CAR PARK,4,1,1,North-East,34935.4135,42745.609
PL69,MULTI-STOREY CAR PARK,4,1,1,North-East,37380.9995,42710.8525
PL70,MULTI-STOREY CAR PARK,4,1,1,North-East,34668.4946,42762.2985
PL71,MULTI-STOREY CAR PARK,4,1,1,North-East,37175.8873,42873.1765
PL72,MULTI-STOREY CAR PARK,4,1,1,North-East,34784.0419,42552.2276
PL73,MULTI-STOREY CAR PARK,4,1,1,North-East,34533.1571,42794.7856
PL74,MULTI-STOREY CAR PARK,4,1,1,North-East,34486.264,42569.8371
PL75,MULTI-STOREY CAR PARK,4,1,1,North-East,35281.7517,43917.728
PL76,MULTI-STOREY CAR PARK,4,1,1,North-East,35345.9447,43901.2419
PL77,MULTI-STOREY CAR PARK,4,1,1,North-East,37596.6187,42542.5155
PL78,MULTI-STOREY CAR PARK,4,1,1,North-East,35143.0392,43671.1572
PL79,BASEMENT CAR PARK,0,1,1,North-East,37787.0655,42329.5838
PL80,MULTI-STOREY CAR PARK,4,1,1,North-East,35655.2525,44286.5897
PL81,BASEMENT CAR PARK,0,1,1,North-East,35919.5379,44619.0472
PL82,BASEMENT CAR PARK,0,1,1,North-East,35450.915,44307.2069
PL83,BASEMENT CAR PARK,0,1,1,North-East,35655.8827,44477.4339
PL84,BASEMENT CAR PARK,0,1,1,North-East,37695.6419,42190.0385
PL85,MULTI-STOREY CAR PARK,4,1,1,North-East,35459.5056,44027.7283
PL86,MULTI-STOREY CAR PARK,4,1,1,North-East,36071.7449,44415.8333
PL87,BASEMENT CAR PARK,0,1,1,North-East,36109.5023,44575.0173
PL88,MULTI-STOREY CAR PARK,4,1,1,North-East,36576.359,44364.7351
PL89,MULTI-STOREY CAR PARK,4,1,1,North-East,36642.0912,44523.7985
PM1,MULTI-STOREY CAR PARK,4,1,1,North-East,41720.207,39587.085
PM10,MULTI-STOREY CAR PARK,4,1,1,North-East,42373.461,38753.7772
PM11,MULTI-STOREY CAR PARK,4,1,1,North-East,42482.8751,38537.8136
PM12,MULTI-STOREY CAR PARK,4,1,1,North-East,42657.807,38550.2316
PM13,MULTI-STOREY CAR PARK,4,1,1,North-East,42053.3726,38723.5879
PM14,MULTI-STOREY CAR PARK,4,1,1,North-East,42109.8791,38528.4122
PM15,MULTI-STOREY CAR PARK,4,1,1,North-East,42284.7957,38467.7932
PM16,MULTI-STOREY CAR PARK,4,1,3,East,42400.9355,38268.6092
PM17,MULTI-STOREY CAR PARK,4,1,3,East,42071.2657,38321.6853
PM18,MULTI-STOREY CAR PARK,4,1,1,North-East,41750.9103,38533.7141
PM19,MULTI-STOREY CAR PARK,4,1,1,North-East,41766.7964,38887.5806
PM2,MULTI-STOREY CAR PARK,4,1,1,North-East,42210.8365,39121.6128
PM20,MULTI-STOREY CAR PARK,4,1,1,North-East,40702.1342,38896.9108
PM21,MULTI-STOREY CAR PARK,4,1,1,North-East,40920.1747,39245.8244
PM22,MULTI-STOREY CAR PARK,4,1,1,North-East,41231.6084,38954.5238
PM23,MULTI-STOREY CAR PARK,4,1,1,North-East,40930.0174,38967.7033
PM24,MULTI-STOREY CAR PARK,4,1,1,North-East,41131.632,38802.2291
PM25,MULTI-STOREY CAR PARK,4,1,1,North-East,40496.5258,39820.0373
PM26,MULTI-STOREY CAR PARK,4,1,1,North-East,40316.681,39541.0967
PM27,MULTI-STOREY CAR PARK,4,1,1,North-East,40606.3885,39551.3513
PM28,MULTI-STOREY CAR PARK,4,1,1,North-East,40736.5955,39633.1743
PM29,MULTI-STOREY CAR PARK,4,1,1,North-East,40247.7753,39924.3544
PM3,MULTI-STOREY CAR PARK,4,1,1,North-East,42201.9401,39312.6071
PM30,MULTI-STOREY CAR PARK,4,1,1,North-East,40114.6224,39748.7266
PM32,MULTI-STOREY CAR PARK,4,1,1,North-East,39883.2972,40142.5172
PM33,MULTI-STOREY CAR PARK,4,1,1,North-East,39858.5997,39896.3925
PM34,MULTI-STOREY CAR PARK,4,1,1,North-East,39728.975,39998.0806
PM35,MULTI-STOREY CAR PARK,4,1,1,North-East,39721.1068,40304.2524
PM36,MULTI-STOREY CAR PARK,4,1,1,North-East,39546.2838,40486.3671
PM37,MULTI-STOREY CAR PARK,4,1,1,North-East,39429.3197,40431.9844
PM38,MULTI-STOREY CAR PARK,4,1,1,North-East,39565.4411,40102.7854
PM4,MULTI-STOREY CAR PARK,4,1,1,North-East,42258.6513,39567.5489
PM40,MULTI-STOREY CAR PARK,4,1,1,North-East,39358.5759,39992.2049
PM41,MULTI-STOREY CAR PARK,4,1,1,North-East,39214.3187,40090.5883
PM43,MULTI-STOREY CAR PARK,4,1,1,North-East,39108.47,39913.5495
PM44,MULTI-STOREY CAR PARK,4,1,1,North-East,39126.6463,39773.0358
PM45,MULTI-STOREY CAR PARK,4,1,1,North-East,39416.5981,39622.2609
PM46,MULTI-STOREY CAR PARK,4,1,1,North-East,39692.8318,39469.9703
PM5,MULTI-STOREY CAR PARK,4,1,1,North-East,42388.3371,39530.4506
PM6,MULTI-STOREY CAR PARK,4,1,1,North-East,42477.8773,39204.2227
PM7,MULTI-STOREY CAR PARK,4,1,1,North-East,42459.8111,38843.4823
PM8,MULTI-STOREY CAR PARK,4,1,1,North-East,42126.5924,39294.429
PM9,MULTI-STOREY CAR PARK,4,1,1,North-East,42233.462,38924.6687
PP1,SURFACE CAR PARK,5,4,3,East,31994.78,35133.03
PP2,SURFACE CAR PARK,5,4,3,East,31643.1687,34986.5402
PP3,SURFACE CAR PARK,5,4,3,East,31619.7981,35088.4721
PP4,SURFACE CAR PARK,5,4,3,East,31650.3687,35213.5248
PP5,SURFACE CAR PARK,5,4,3,East,31328.03,35388.25
PP6,SURFACE CAR PARK,5,4,3,East,31816.7963,34942.7097
PP9T,SURFACE CAR PARK,5,4,3,East,31643.7896,34932.8598
PRM,MULTI-STOREY CAR PARK,4,4,2,South,28996.2194,29764.092
PRM1,MULTI-STOREY CAR PARK,4,1,1,North-East,41857.2031,39071.4559
PRS1,SURFACE CAR PARK,5,1,1,North-East,42134.4478,38894.2762
PR1,SURFACE CAR PARK,5,1,1,North-East,41875.5357,38818.4836
PR10,SURFACE CAR PARK,5,1,1,North-East,41784.5801,39526.9469
PR11,SURFACE CAR PARK,5,1,1,North-East,42030.2409,39606.4261
PR12,SURFACE CAR PARK,5,1,1,North-East,41283.8272,38971.2519
PR13,SURFACE CAR PARK,5,1,1,North-East,40942.8203,39055.5703
PR14,SURFACE CAR PARK,5,1,1,North-East,41151.375,38747.043
PR2,SURFACE CAR PARK,5,1,1,North-East,41590.9705,38812.1621
PR3,SURFACE CAR PARK,5,1,1,North-East,41064.8727,39231.0631
PR4,SURFACE CAR PARK,5,1,1,North-East,41488.2976,39437.995
PR5,SURFACE CAR PARK,5,1,1,North-East,41554.7014,39169.7008
PR6,SURFACE CAR PARK,5,1,1,North-East,41830.3635,39044.8529
PR7,SURFACE CAR PARK,5,1,1,North-East,41840.49,39225.13
PR8,SURFACE CAR PARK,5,1,1,North-East,42050.749,39253.7168
PR9,SURFACE CAR PARK,5,1,1,North-East,41926.2439,39467.9453
P1,MULTI-STOREY CAR PARK,4,1,1,North-East,36202.3912,42357.2043
P11,SURFACE CAR PARK,5,0,0,West,18544.4873,33717.7282
P12,SURFACE CAR PARK,5,0,0,West,18526.4824,33647.3125
P13,SURFACE CAR PARK,5,0,0,West,18772.8516,33660.8789
P14,SURFACE CAR PARK,5,0,0,West,18635.6875,33513.0954
P15,SURFACE CAR PARK,5,0,0,West,18521.3692,33566.3085
P16,SURFACE CAR PARK,5,0,0,West,18411.9297,33571.571
P17,SURFACE CAR PARK,5,0,0,West,18436.3162,33454.2597
P2,MULTI-STOREY CAR PARK,4,1,1,North-East,36091.6693,42442.0964
P3,MULTI-STOREY CAR PARK,4,1,1,North-East,36063.3675,42259.892
P34L,SURFACE CAR PARK,5,1,1,North-East,36246.7526,42930.9252
P35L,SURFACE CAR PARK,5,1,1,North-East,36269.0157,42678.4287
P4,MULTI-STOREY CAR PARK,4,1,1,North-East,36046.5051,42123.9201
P40L,SURFACE CAR PARK,5,1,1,North-East,39419.6994,40009.1936
P5,MULTI-STOREY CAR PARK,4,1,1,North-East,36271.1939,42085.2693
P5L,SURFACE CAR PARK,5,1,1,North-East,36283.2687,42152.2969
P6,MULTI-STOREY CAR PARK,4,1,1,North-East,36473.7909,41918.4197
P6L,SURFACE CAR PARK,5,1,1,North-East,36543.1672,41943.8193
P7,MULTI-STOREY CAR PARK,4,1,1,North-East,36140.7994,41924.977
P71L,SURFACE CAR PARK,5,1,1,North-East,37190.4782,42765.7878
P73L,SURFACE CAR PARK,5,1,1,North-East,34524.5777,42733.2272
P76L,SURFACE CAR PARK,5,1,1,North-East,35336.0812,43792.9611
P77L,SURFACE CAR PARK,5,1,1,North-East,37568.3243,42442.9721
P8,MULTI-STOREY CAR PARK,4,1,1,North-East,36635.3349,41792.3558
P88L,SURFACE CAR PARK,5,1,1,North-East,36630.6431,44360.7121
P9,MULTI-STOREY CAR PARK,4,1,1,North-East,36816.0197,41648.1136
Q14,SURFACE CAR PARK,5,4,2,South,24533.22,31110.95
Q15,SURFACE CAR PARK,5,4,2,South,24487.19,31188.56
Q16,SURFACE CAR PARK,5,4,2,South,24705.57,31033.88
Q17,SURFACE CAR PARK,5,4,2,South,24717.58,30953.45
Q19,SURFACE CAR PARK,5,4,2,South,24654.5215,30786.998
Q2A,SURFACE CAR PARK,5,4,2,South,24780.1309,30449.3691
Q30,SURFACE CAR PARK,5,4,2,South,25268.69,30911.89
Q4,SURFACE CAR PARK,5,4,2,South,24726.8911,30124.9522
Q41,SURFACE CAR PARK,5,4,2,South,25318.4336,30747.652
Q48,SURFACE CAR PARK,5,4,2,South,24682.94,30859.67
Q49,SURFACE CAR PARK,5,4,2,South,24600.43,30852.65
Q5A,SURFACE CAR PARK,5,4,2,South,24644.4805,30393.2754
Q5S,SURFACE CAR PARK,5,4,2,South,24530.9034,30353.3466
Q51,SURFACE CAR PARK,5,4,2,South,24187.6,31144.34
Q52,SURFACE CAR PARK,5,4,2,South,24170.85,31017.51
Q55,SURFACE CAR PARK,5,4,2,South,23894.27,31228
Q59,SURFACE CAR PARK,5,4,2,South,24023.14,31476.19
Q65,SURFACE CAR PARK,5,4,2,South,24153.2643,31983.7356
Q65A,SURFACE CAR PARK,5,4,2,South,24418.636,32156.675
Q66,SURFACE CAR PARK,5,4,2,South,24236.01,32114.32
Q67,SURFACE CAR PARK,5,4,2,South,24352.42,32166.07
Q68,SURFACE CAR PARK,5,4,2,South,24181.18,32133.41
Q70,SURFACE CAR PARK,5,4,2,South,24353.0804,32185.228
Q72,SURFACE CAR PARK,5,4,2,South,24391.78,32090.9
Q73,SURFACE CAR PARK,5,4,2,South,24335.5387,32064.3962
Q75M,MULTI-STOREY CAR PARK,4,4,2,South,23590.6968,32292.0387
Q77M,MULTI-STOREY CAR PARK,4,4,2,South,23403.3645,32654.8683
Q8,SURFACE CAR PARK,5,4,2,South,24244.0036,30732.3137
Q80,SURFACE CAR PARK,5,4,2,South,23479.7213,32316.8703
Q81,SURFACE CAR PARK,5,4,2,South,23531.2041,32206.3235
Q84,SURFACE CAR PARK,5,4,2,South,23921.707,32122.75
Q85,SURFACE CAR PARK,5,4,2,South,23406.71,32283.49
Q86,MULTI-STOREY CAR PARK,4,4,2,South,24722.8381,30771.7904
Q87,MULTI-STOREY CAR PARK,4,4,2,South,23873.3239,32354.7312
Q88,MULTI-STOREY CAR PARK,4,4,2,South,24354.2159,30597.8694
Q89,MULTI-STOREY CAR PARK,4,4,2,South,23741.0378,32063.6114
Q92,SURFACE CAR PARK,5,4,2,South,25236.2422,30797.7383
Q93,SURFACE CAR PARK,5,4,2,South,25189.3828,30813.4336
Q94,SURFACE CAR PARK,5,4,2,South,24354.3978,32217.4868
Q95,SURFACE CAR PARK,5,4,2,South,24433.0873,32115.9271
Q96,SURFACE CAR PARK,5,4,2,South,24782.1998,30858.4456
Q97,SURFACE CAR PARK,5,4,2,South,24000.9896,31284.4381
Q98,SURFACE CAR PARK,5,4,2,South,23989.771,31078.5446
Q99,SURFACE CAR PARK,5,4,2,South,24191.1767,31958.4905
RCM,MULTI-STOREY CAR PARK,4,4,2,South,30452.1642,32170.1999
RC1,SURFACE CAR PARK,5,4,3,East,30029.3828,34529.4805
RC2,SURFACE CAR PARK,5,4,3,East,30198.2024,34434.491
RC3,SURFACE CAR PARK,5,4,3,East,30364.4121,34500.5937
RHM,MULTI-STOREY CAR PARK,4,4,2,South,26359.4531,29876.1692
RHM2,MULTI-STOREY CAR PARK,4,4,2,South,26173.5652,29936.3581
RHM3,MULTI-STOREY CAR PARK,4,4,2,South,26214.2901,30036.7081
RHM4,MULTI-STOREY CAR PARK,4,4,2,South,26052.2467,30044.7806
RHS,SURFACE CAR PARK,5,4,2,South,26029.8967,30077.9357
SAM,MULTI-STOREY CAR PARK,4,4,2,South,25613.7877,30550.6392
SAM2,MULTI-STOREY CAR PARK,4,4,2,South,25513.9562,30707.2765
SB1,MULTI-STOREY CAR PARK,4,3,4,North,26746.7947,47569.9618
SB10,MULTI-STOREY CAR PARK,4,3,4,North,26005.1646,48235.1526
SB11,MULTI-STOREY CAR PARK,4,3,4,North,26146.3836,48155.5365
SB12,MULTI-STOREY CAR PARK,4,3,4,North,26413.575,48309.133
SB13,MULTI-STOREY CAR PARK,4,3,4,North,26120.0717,48440.4225
SB14,MULTI-STOREY CAR PARK,4,3,4,North,26232.1094,48224.2405
SB15,MULTI-STOREY CAR PARK,4,3,4,North,26149.9066,47840.5307
SB16,MULTI-STOREY CAR PARK,4,3,4,North,26218.5396,47769.2359
SB17,MULTI-STOREY CAR PARK,4,3,4,North,26928.4878,48059.5679
SB18,MULTI-STOREY CAR PARK,4,3,4,North,25816.924,47840.9691
SB19,MULTI-STOREY CAR PARK,4,3,4,North,26668.9418,48135.1503
SB2,MULTI-STOREY CAR PARK,4,3,4,North,26573.7982,47566.4296
SB20,MULTI-STOREY CAR PARK,4,3,4,North,26796.9569,47989.2006
SB21,MULTI-STOREY CAR PARK,4,3,4,North,25876.3743,48156.1255
SB22,MULTI-STOREY CAR PARK,4,3,4,North,26549.9373,48088.2577
SB23,MULTI-STOREY CAR PARK,4,3,4,North,26338.6026,47963.0686
SB24,MULTI-STOREY CAR PARK,4,3,4,North,26910.8423,48226.4033
SB25,MULTI-STOREY CAR PARK,4,3,4,North,27050.5673,47980.1685
SB26,MULTI-STOREY CAR PARK,4,3,4,North,25986.3619,48674.0283
SB27,MULTI-STOREY CAR PARK,4,3,4,North,26228.1281,48691.4308
SB28,MULTI-STOREY CAR PARK,4,3,4,North,26032.4828,48496.9223
SB29,MULTI-STOREY CAR PARK,4,3,4,North,26527.1938,48294.3119
SB3,MULTI-STOREY CAR PARK,4,3,4,North,26381.2626,47401.3802
SB30,MULTI-STOREY CAR PARK,4,3,4,North,25798.9394,48563.7941
SB31,MULTI-STOREY CAR PARK,4,3,4,North,25908.3774,48570.2721
SB32,MULTI-STOREY CAR PARK,4,3,4,North,27220.487,47999.719
SB33,MULTI-STOREY CAR PARK,4,3,4,North,27345.0145,48093.3785
SB34,SURFACE CAR PARK,5,3,4,North,25796.9155,48472.7851
SB35,MULTI-STOREY CAR PARK,4,3,4,North,27808.9467,47485.5107
SB36,MULTI-STOREY CAR PARK,4,3,4,North,28073.8648,47675.4504
SB37,MULTI-STOREY CAR PARK,4,3,4,North,27935.4647,47865.1427
SB38,MULTI-STOREY CAR PARK,4,3,4,North,27930.3532,47366.8059
SB39,MULTI-STOREY CAR PARK,4,3,4,North,27876.1108,47714.037
SB4,MULTI-STOREY CAR PARK,4,3,4,North,26659.5337,47304.5182
SB40,MULTI-STOREY CAR PARK,4,3,4,North,27486.3855,47524.8095
SB41,MULTI-STOREY CAR PARK,4,3,4,North,25822.6138,47537.0937
SB42,MULTI-STOREY CAR PARK,4,3,4,North,26101.4401,47336.1969
SB43,MULTI-STOREY CAR PARK,4,3,4,North,27622.2732,47414.3118
SB44,MULTI-STOREY CAR PARK,4,3,4,North,27863.2115,48161.217
SB45,MULTI-STOREY CAR PARK,4,3,4,North,27715.1491,47227.684
SB46,MULTI-STOREY CAR PARK,4,3,4,North,28115.5097,47515.5307
SB47,MULTI-STOREY CAR PARK,4,3,4,North,27602.6159,47803.8074
SB5,MULTI-STOREY CAR PARK,4,3,4,North,26317.2063,47530.1084
SB6,MULTI-STOREY CAR PARK,4,3,4,North,26802.1975,47444.0071
SB7,MULTI-STOREY CAR PARK,4,3,4,North,25962.1661,47586.3759
SB8,MULTI-STOREY CAR PARK,4,3,4,North,26209.1886,47639.8142
SB9,MULTI-STOREY CAR PARK,4,3,4,North,26015.7785,47701.567
SDM,MULTI-STOREY CAR PARK,4,4,3,East,32577.6928,32750.7372
SDM2,MULTI-STOREY CAR PARK,4,4,3,East,33023.254,33156.8404
SD1,SURFACE CAR PARK,5,4,3,East,32870.5864,33205.4777
SD10,SURFACE CAR PARK,5,4,3,East,32536.1875,32664.7148
SD11,SURFACE CAR PARK,5,4,3,East,33133.8433,33184.8063
SD2,SURFACE CAR PARK,5,4,3,East,33013.2144,33244.1573
SD3,SURFACE CAR PARK,5,4,3,East,33111.4554,33289.2189
SD4,SURFACE CAR PARK,5,4,3,East,33222.1008,33206.111
SD5,SURFACE CAR PARK,5,4,3,East,33185.7148,33337.7578
SD9,SURFACE CAR PARK,5,4,3,East,32471.3589,32673.4722
SE1R,SURFACE CAR PARK,5,1,1,North-East,32008.2454,39269.0556
SE11,SURFACE CAR PARK,5,1,1,North-East,32462.735,39138.1824
SE12,SURFACE CAR PARK,5,1,1,North-East,32425.9955,37769.0271
SE13,SURFACE CAR PARK,5,1,1,North-East,32118.9668,37628.3516
SE14,SURFACE CAR PARK,5,4,3,East,32080.9673,37405.0495
SE15,SURFACE CAR PARK,5,4,3,East,32016.5748,37221.793
SE16,SURFACE CAR PARK,5,4,3,East,31828.4814,37191.2676
SE17,SURFACE CAR PARK,5,4,3,East,31827.3152,37091.2582
SE18,SURFACE CAR PARK,5,4,3,East,32133.8758,36923.5252
SE19,SURFACE CAR PARK,5,1,3,East,32493.0156,37426.3627
SE2,SURFACE CAR PARK,5,1,1,North-East,32141.4161,39120.5864
SE20,MULTI-STOREY CAR PARK,4,4,3,East,32315.8014,37076.1308
SE21,SURFACE CAR PARK,5,1,3,East,32306.5934,37281.6467
SE22,SURFACE CAR PARK,5,1,3,East,32319.1389,37361.3217
SE23,MULTI-STOREY CAR PARK,4,1,3,East,32175.5882,37349.5073
SE24,SURFACE CAR PARK,5,1,3,East,32248.5137,37207.3633
SE25,SURFACE CAR PARK,5,4,3,East,32385.3212,36493.6986
SE26,SURFACE CAR PARK,5,1,3,East,32542.9488,36786.8864
SE27,SURFACE CAR PARK,5,1,3,East,32777.6686,36724.1991
SE28,MULTI-STOREY CAR PARK,4,4,3,East,32485.4629,36702.1845
SE29,MULTI-STOREY CAR PARK,4,1,3,East,32727.6274,36890.9379
SE3,SURFACE CAR PARK,5,1,1,North-East,32184.8437,39029.6133
SE30,MULTI-STOREY CAR PARK,4,1,1,North-East,32577.7448,38876.7994
SE31,SURFACE CAR PARK,5,1,1,North-East,32490.834,39280.3789
SE32,SURFACE CAR PARK,5,1,1,North-East,32337.793,39365.832
SE33,SURFACE CAR PARK,5,1,1,North-East,32372.4102,39573.3748
SE34,SURFACE CAR PARK,5,1,1,North-East,32597.8236,39566.3426
SE35,SURFACE CAR PARK,5,1,1,North-East,32778.0707,39455.8826
SE37,SURFACE CAR PARK,5,1,1,North-East,32626.2779,39288.7385
SE38,MULTI-STOREY CAR PARK,4,1,1,North-East,32718.2316,39550.3266
SE39,MULTI-STOREY CAR PARK,4,1,1,North-East,32271.7043,39500.6075
SE4,SURFACE CAR PARK,5,1,1,North-East,32337.7296,38973.7878
SE4S,MULTI-STOREY CAR PARK,4,1,1,North-East,32447.178,38780.0615
SE4T,SURFACE CAR PARK,5,1,1,North-East,32081.2625,38854.7014
SE40,MULTI-STOREY CAR PARK,4,1,1,North-East,32084.7485,39394.1524
SE41,MULTI-STOREY CAR PARK,4,1,1,North-East,32105.7886,39560.7557
SE42,MULTI-STOREY CAR PARK,4,1,1,North-East,32650.2875,39210.4727
SE43,SURFACE CAR PARK,5,1,1,North-East,32714.58,39167.89
SE5L,BASEMENT CAR PARK,0,1,1,North-East,32677.0953,39047.1465
SE50,MULTI-STOREY CAR PARK,4,4,3,East,31927.5751,37333.0762
SE51,MULTI-STOREY CAR PARK,4,1,1,North-East,32347.3644,37477.7718
SE52,SURFACE CAR PARK,5,1,1,North-East,32264,37663.5
SE53,MULTI-STOREY CAR PARK,4,1,1,North-East,32646.5636,39045.8726
SE54,SURFACE CAR PARK,5,1,1,North-East,32212.7535,37730.9037
SE6,SURFACE CAR PARK,5,1,1,North-East,32291.7151,38654.071
SE7,SURFACE CAR PARK,5,1,1,North-East,32311.0661,38616.7321
SE9,SURFACE CAR PARK,5,1,1,North-East,32578.5299,38938.192
SGLM,MULTI-STOREY CAR PARK,4,4,3,East,30994.8653,33878.8196
SGTM,MULTI-STOREY CAR PARK,4,4,3,East,31285.1184,33809.4155
SG1,SURFACE CAR PARK,5,4,3,East,31081.3691,33941.3672
SG2,SURFACE CAR PARK,5,4,3,East,31215.5547,34039.582
SG3,SURFACE CAR PARK,5,4,3,East,31211.6165,34153.5582
SG4,SURFACE CAR PARK,5,4,3,East,31314.7745,33950.196
SH1,SURFACE CAR PARK,5,4,3,East,28554.1079,36984.0277
SH2,MULTI-STOREY CAR PARK,4,4,1,North-East,28406.2288,37118.966
